N_diagnostic_tests_0.025,N_diagnostic_tests_0.25,N_diagnostic_tests_0.75,N_diagnostic_tests_0.975,N_diagnostic_tests_mean,N_diagnostic_tests_median,N_diagnostic_tests_std,N_employee_screens_0.025,N_employee_screens_0.25,N_employee_screens_0.75,N_employee_screens_0.975,N_employee_screens_mean,N_employee_screens_median,N_employee_screens_std,N_preventive_tests_0.025,N_preventive_tests_0.25,N_preventive_tests_0.75,N_preventive_tests_0.975,N_preventive_tests_mean,N_preventive_tests_median,N_preventive_tests_std,N_resident_screens_0.025,N_resident_screens_0.25,N_resident_screens_0.75,N_resident_screens_0.975,N_resident_screens_mean,N_resident_screens_median,N_resident_screens_std,R0_0.025,R0_0.25,R0_0.75,R0_0.975,R0_mean,R0_median,R0_std,duration_0.025,duration_0.25,duration_0.75,duration_0.975,duration_mean,duration_median,duration_std,employee_screen_interval,index_case,infected_employees_0.025,infected_employees_0.25,infected_employees_0.75,infected_employees_0.975,infected_employees_mean,infected_employees_median,infected_employees_std,infected_residents_0.025,infected_residents_0.25,infected_residents_0.75,infected_residents_0.975,infected_residents_mean,infected_residents_median,infected_residents_std,pending_test_infections_0.025,pending_test_infections_0.25,pending_test_infections_0.75,pending_test_infections_0.975,pending_test_infections_mean,pending_test_infections_median,pending_test_infections_std,predetected_infections_0.025,predetected_infections_0.25,predetected_infections_0.75,predetected_infections_0.975,predetected_infections_mean,predetected_infections_median,predetected_infections_std,resident_screen_interval,test_type,transmissions_0.025,transmissions_0.25,transmissions_0.75,transmissions_0.975,transmissions_mean,transmissions_median,transmissions_std,undetected_infections_0.025,undetected_infections_0.25,undetected_infections_0.75,undetected_infections_0.975,undetected_infections_mean,undetected_infections_median,undetected_infections_std
52.0,52.0,296.0,509.0,194.5638,155.0,144.27899906957094,1.0,2.0,8.0,14.0,5.4502,5.0,3.790746224121785,35.0,53.0,97.0,154.0,72.7654,53.0,33.880816900059855,2.0,2.0,8.0,14.0,5.6719,5.0,3.7413968240510784,1.0,1.0,3.0,7.0,2.6269534272009905,2.0,1.6068940338212403,12.0,12.0,29.0,53.0,23.1505,23.0,11.81670906857409,7.0,resident,0.0,0.0,5.0,10.0,2.6898,2.0,3.1040521055464576,1.0,1.0,7.0,16.0,4.6143,3.0,4.317916158286888,0.0,0.0,0.0,3.0,0.3417,0.0,0.900789793584065,0.0,0.0,6.0,12.0,3.2626,2.0,3.553829513415218,7.0,same_day_PCR,0.0,0.0,11.0,24.0,6.3041,4.0,7.146014955412163,0.0,0.0,0.0,0.0,0.0,0.0,0.0
52.0,52.0,323.0,562.0,209.9013,198.0,157.58913284801451,1.0,1.0,7.0,14.0,4.5682,4.0,3.787794014772957,34.0,35.0,69.0,104.0,51.3475,35.0,23.820207471355022,2.0,2.0,8.0,16.0,6.0687,6.0,4.204871984358202,1.0,1.0,4.0,7.0,2.6662004662004657,2.0,1.6086202449737528,12.0,12.0,30.0,57.0,23.9419,23.0,12.99176673860407,,resident,0.0,0.0,5.0,11.0,2.88,2.0,3.3248015625812997,1.0,1.0,8.0,17.0,4.9689,3.0,4.630710219579041,0.0,0.0,0.0,4.0,0.4751,0.0,1.0718651405321236,0.0,0.0,6.0,12.0,3.4695,2.0,3.713387762524604,7.0,same_day_PCR,0.0,0.0,11.0,26.0,6.8489,5.0,7.690304471754472,0.0,0.0,0.0,0.0,0.0,0.0,0.0
53.0,152.0,378.25,613.0249999999996,275.0777,258.0,154.98947911575698,4.0,9.0,17.0,30.0,13.6567,12.0,6.694604311136564,54.0,96.0,138.0,198.0,118.6613,116.0,34.99444303620707,1.0,3.0,9.0,16.0,6.1823,6.0,4.040878565356548,1.0,2.0,5.0,8.0,3.3485969110289315,3.0,2.038830779509812,12.0,22.0,37.0,61.0,29.6939,27.0,12.74920613276378,2.0,resident,0.0,2.0,7.0,13.0,4.6603,4.0,3.5919067484288814,1.0,2.0,10.0,20.0,6.7138,5.0,5.467053907530342,0.0,0.0,3.0,9.0,1.6753,1.0,2.469510023866232,0.0,0.0,5.0,11.0,3.0912,2.0,3.3404488350881807,,same_day_PCR,0.0,3.0,16.0,31.0,10.3741,8.0,8.695039365118259,0.0,0.0,0.0,0.0,0.0,0.0,0.0
53.0,198.0,375.0,597.0,289.296,287.0,144.22011623970084,3.0,9.0,15.0,26.0,11.9488,11.0,5.746623437123128,36.0,69.0,102.0,158.0,87.4628,84.0,29.326176338245357,1.0,4.0,8.0,15.0,6.4826,6.0,3.6909970991533703,1.0,2.0,5.0,8.0,3.3379010331702013,3.0,2.0526870680820823,12.0,23.0,35.0,62.0,30.1001,28.0,12.515228447148235,3.0,resident,0.0,2.0,7.0,13.0,5.0153,5.0,3.5363422461136538,1.0,3.0,11.0,19.0,7.4613,7.0,5.002439879746187,0.0,0.0,2.0,5.0,1.0272,0.0,1.5880530064311846,0.0,1.0,8.0,13.0,4.9962,5.0,3.947118383625381,,same_day_PCR,0.0,5.0,17.0,30.0,11.4766,11.0,8.11654115150206,0.0,0.0,0.0,0.0,0.0,0.0,0.0
53.0,218.0,362.0,585.0,287.5795,285.0,136.08123636283958,2.0,6.0,10.0,17.0,8.087,8.0,3.8741879062834985,18.0,18.0,36.0,54.0,28.5825,28.0,11.889488203576061,1.0,5.0,8.0,15.0,6.4456,6.0,3.5008379320703584,1.0,2.0,5.0,8.0,3.3806345733041576,3.0,2.024707120360449,12.0,24.0,35.0,61.0,29.721,26.0,12.08846442263076,7.0,resident,0.0,3.0,7.0,13.0,5.0709,5.0,3.471811996328975,1.0,4.0,11.0,20.0,7.8175,7.0,5.1017248563256485,0.0,0.0,2.0,6.0,1.1623,0.0,1.7116809560106454,0.0,3.0,9.0,14.0,5.8965,6.0,4.094760610395392,,same_day_PCR,0.0,6.0,17.0,31.0,11.8884,11.0,8.155832097322747,0.0,0.0,0.0,0.0,0.0,0.0,0.0
53.0,231.0,350.0,563.0249999999996,284.9084,280.0,128.24124294110342,1.0,5.0,8.0,14.0,6.3933,6.0,3.2579865803369663,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,8.0,14.0,6.3933,6.0,3.2579865803369663,1.0,2.0,5.0,8.0,3.391955404962291,3.0,2.0528768704727405,12.0,24.0,34.0,60.0,29.7616,27.0,11.746649046276204,,resident,0.0,3.0,8.0,13.0,5.4373,5.0,3.619223478573655,1.0,5.0,12.0,20.0,8.4179,8.0,5.237633327208677,0.0,0.0,2.0,6.0,1.1896,1.0,1.6142219213110458,0.0,3.0,9.0,15.0,6.507999999999999,7.0,4.337674208807546,,same_day_PCR,0.0,7.0,18.0,32.0,12.8552,12.0,8.436987094640095,0.0,0.0,0.0,0.0,0.0,0.0,0.0
210.0,227.0,363.0,505.0,304.6522,262.0,89.183815855014,4.0,5.0,7.0,10.0,6.0906,5.0,1.8625086667861133,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,7.0,10.0,5.7621,5.0,1.781915012594936,1.0,1.0,2.0,4.0,1.6275274056029232,1.0,0.8620052050197875,12.0,12.0,17.0,22.0,14.7139,12.0,3.5284404174051063,2.0,employee,1.0,1.0,1.0,3.0,1.3019999999999998,1.0,0.6528695305054344,0.0,0.0,1.0,4.0,0.5788,0.0,1.0381225023247416,0.0,0.0,1.0,3.0,0.6414,0.0,1.02660188541767,0.0,0.0,1.0,3.0,0.9795,1.0,0.9186752126919728,2.0,one_day_PCR,0.0,0.0,1.0,5.0,0.8808,0.0,1.4503108977629648,0.0,0.0,0.0,0.0,0.0,0.0,0.0
210.0,211.0,430.0,777.0249999999997,346.0452,295.0,164.2783731820763,3.0,4.0,7.0,14.0,5.7532,5.0,2.819341169220718,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,9.0,19.02499999999964,7.4627,6.0,4.312362271056976,1.0,1.0,2.0,4.0,1.7224852071005916,1.0,0.9443518891330079,12.0,12.0,22.0,39.0,18.166,17.0,8.343692571072598,3.0,employee,1.0,1.0,2.0,8.0,1.909,1.0,1.9801795653705525,0.0,0.0,2.0,12.0,1.6358,0.0,3.1141496676966702,0.0,0.0,2.0,10.0,1.496,0.0,2.731982864704188,0.0,0.0,1.0,4.0,0.9815,1.0,1.1112521037657532,2.0,one_day_PCR,0.0,0.0,3.0,19.0,2.5448,1.0,4.930499360348224,0.0,0.0,0.0,0.0,0.0,0.0,0.0
175.0,210.0,547.0,946.0249999999997,407.5763,344.0,229.09248856115192,2.0,2.0,7.0,15.0,5.2279,4.0,3.8304084368222786,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,5.0,13.0,26.0,9.9965,8.0,6.259489265953497,1.0,1.0,3.0,5.0,1.9841680621099105,2.0,1.1606857694085273,12.0,12.0,29.0,54.0,23.0735,19.0,12.250694090563607,7.0,employee,1.0,1.0,4.0,11.0,2.8006,1.0,2.8028245079780243,0.0,0.0,5.0,16.0,3.1849,1.0,4.36783925894477,0.0,0.0,3.0,12.0,2.1987,1.0,3.455605942702832,0.0,0.0,2.0,6.0,1.4982,1.0,1.7274533769444986,2.0,one_day_PCR,0.0,0.0,7.0,25.0,4.9855,2.0,6.9622652250331845,0.0,0.0,0.0,0.0,0.0,0.0,0.0
140.0,278.0,640.0,978.0249999999997,472.5409,445.0,237.38316453335602,0.0,2.0,7.0,14.0,5.0727,4.0,3.970364100319882,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,7.0,17.0,28.0,12.4945,11.0,6.803440190803692,1.0,1.0,3.0,5.0,2.181885856079405,2.0,1.2710252031349702,12.0,18.0,37.0,58.0,27.9575,26.0,13.114278179877761,,employee,1.0,1.0,5.0,13.0,3.7852,2.0,3.323637407504263,0.0,1.0,7.0,18.0,4.8811,3.0,5.1371005217123225,0.0,0.0,5.0,14.0,3.051,1.0,4.069478475862301,0.0,0.0,3.0,7.0,1.8774,1.0,2.0157816294325523,2.0,one_day_PCR,0.0,1.0,12.0,29.0,7.6663,5.0,8.19752793569047,0.0,0.0,0.0,0.0,0.0,0.0,0.0
175.0,192.0,377.0,730.0,303.0877,227.0,157.5249498323741,4.0,5.0,9.0,20.0,7.3353,5.0,4.295476576807537,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,6.0,14.0,5.3715,4.0,3.2541891040123136,1.0,1.0,2.0,4.0,1.6059372755566197,1.0,0.8673202602292682,12.0,12.0,22.0,42.0,17.4556,12.0,8.491103492706491,2.0,employee,1.0,1.0,2.0,8.0,1.8681,1.0,1.7874064652974766,0.0,0.0,1.0,10.0,1.2836,0.0,2.7978123266905413,0.0,0.0,2.0,11.0,1.5696,0.0,3.053143954811316,0.0,0.0,1.0,4.0,0.9255,1.0,1.076320396796259,3.0,one_day_PCR,0.0,0.0,2.0,16.0,2.1517,0.0,4.424188564521798,0.0,0.0,0.0,0.0,0.0,0.0,0.0
158.0,175.0,578.0,921.0,379.1279,261.0,241.92544829728718,3.0,4.0,12.0,22.0,8.3602,5.0,5.939173624195021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,12.0,22.0,7.9804,5.0,6.095435281678194,1.0,1.0,2.0,4.0,1.724432948666932,1.0,0.9254112581964604,12.0,12.0,33.0,59.0,23.526,17.0,15.173349895613212,3.0,employee,1.0,1.0,4.0,13.0,3.2517,1.0,3.635583702362757,0.0,0.0,5.0,20.0,3.6266,0.0,5.9197024188444445,0.0,0.0,6.0,19.0,3.5632,0.0,5.599244673533334,0.0,0.0,1.0,1.0,0.2521,0.0,0.4424535755496295,3.0,one_day_PCR,0.0,0.0,8.0,32.0,5.8783,1.0,9.392566802589917,0.0,0.0,0.0,0.0,0.0,0.0,0.0
140.0,141.0,607.0,990.0249999999997,413.1405,359.0,265.08184697996546,2.0,2.0,10.0,18.0,6.5985,5.0,4.910856279809061,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,15.0,28.0,10.1993,8.0,7.553097671713496,1.0,1.0,3.0,5.0,1.9984575042418635,2.0,1.1693916338996522,12.0,12.0,36.0,68.0,26.973000000000003,23.0,16.44452228650389,7.0,employee,1.0,1.0,7.0,14.0,4.2605,2.0,3.9733132863955225,0.0,0.0,9.0,21.0,5.2726,2.0,6.486454859911149,0.0,0.0,4.0,13.0,2.4402,0.0,3.8025609668999,0.0,0.0,5.0,11.0,2.6409,1.0,3.364354184372952,3.0,one_day_PCR,0.0,0.0,15.0,33.0,8.5331,3.0,10.243368442543936,0.0,0.0,0.0,0.0,0.0,0.0,0.0
105.0,238.75,624.0,985.0249999999997,454.491,455.0,253.98355553785046,0.0,2.0,9.0,16.0,6.249,6.0,4.6372998021419205,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,6.0,16.0,29.0,11.9688,11.0,7.4318604544879285,1.0,1.0,3.0,5.0,2.177788844621514,2.0,1.272004308468374,12.0,18.0,40.0,70.0,30.8774,29.0,16.245102633592612,,employee,1.0,1.0,8.0,14.0,5.2313,4.0,4.017762381158839,0.0,1.0,11.0,22.0,6.8751,5.0,6.5628657696703705,0.0,0.0,4.0,12.024999999999634,2.6578,1.0,3.648565521274944,0.0,0.0,6.0,12.0,3.489,2.0,3.6692540580524335,3.0,one_day_PCR,0.0,1.0,19.0,34.0,11.1064,9.0,10.303994190100603,0.0,0.0,0.0,0.0,0.0,0.0,0.0
105.0,140.0,381.0,834.0249999999997,277.8689,157.0,210.94485934992255,4.0,5.0,11.0,29.0,8.9268,5.0,6.917949664659052,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,6.0,17.0,4.3504,2.0,4.471511968219271,1.0,1.0,2.0,4.0,1.6234169653524493,1.0,0.8619457979774148,12.0,12.0,24.0,59.0,20.1815,12.0,13.444747445504037,2.0,employee,1.0,1.0,3.0,12.0,2.6897,1.0,3.062507437571462,0.0,0.0,3.0,19.0,2.5407,0.0,5.025024238435043,0.0,0.0,2.0,12.0,1.6438,0.0,3.2449922276418084,0.0,0.0,1.0,9.0,1.6519,1.0,2.333081806767973,7.0,one_day_PCR,0.0,0.0,5.0,29.0,4.2304,0.0,7.93121719918362,0.0,0.0,0.0,0.0,0.0,0.0,0.0
105.0,140.0,474.0,788.0,307.5626,191.0,214.04055694480363,3.0,4.0,13.0,25.0,8.9772,5.0,6.566353010552047,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,9.0,17.0,5.4531,3.0,4.694017870692126,1.0,1.0,2.0,4.0,1.7238747553816047,1.0,0.9421916205747518,12.0,12.0,31.0,59.0,23.1986,17.0,14.377128650145073,3.0,employee,1.0,1.0,6.0,13.0,3.6095,1.0,3.6371324726028784,0.0,0.0,7.0,19.0,4.0684,0.0,5.717446139583293,0.0,0.0,2.0,10.0,1.5623,0.0,2.7370180556188655,0.0,0.0,5.0,12.0,2.9006,1.0,3.662903401146775,7.0,one_day_PCR,0.0,0.0,12.0,30.0,6.6779,1.0,9.151913862287726,0.0,0.0,0.0,0.0,0.0,0.0,0.0
70.0,106.0,412.0,679.0249999999996,287.8422,299.0,178.33708170380902,2.0,2.0,9.0,16.0,6.2691,6.0,4.267330102138814,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,9.0,16.0,6.0467,6.0,4.290985943351085,1.0,1.0,3.0,5.0,1.985453988669423,2.0,1.1481137156091823,12.0,12.0,32.0,58.0,24.9159,24.0,13.435582558187336,7.0,employee,1.0,1.0,6.0,12.0,3.8108,3.0,3.2570944454256536,0.0,0.0,8.0,17.0,4.4339,3.0,5.126037301448514,0.0,0.0,2.0,6.0,1.0423,0.0,1.7297427297118784,0.0,0.0,6.0,13.0,3.7046,2.0,3.9009563681305903,7.0,one_day_PCR,0.0,0.0,12.0,27.0,7.2447,5.0,8.128261116184524,0.0,0.0,0.0,0.0,0.0,0.0,0.0
70.0,171.0,420.0,685.0249999999996,317.1891,326.0,170.75483671807444,0.0,2.0,8.0,15.0,5.7667,6.0,3.9216334646296422,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,4.0,10.0,18.0,7.4268,7.0,4.34625479615212,1.0,1.0,3.0,5.0,2.1906242228301416,2.0,1.2360286518948946,12.0,19.0,35.0,63.0,28.6072,27.0,13.538236094250033,,employee,1.0,2.0,7.0,12.0,4.8085,4.0,3.4139703087939903,0.0,1.0,9.0,18.0,6.0202,5.0,5.326727828877339,0.0,0.0,2.0,6.0,1.1492,0.0,1.7960684692390263,0.0,0.0,8.0,14.0,4.7833,5.0,4.164573865060837,7.0,one_day_PCR,0.0,2.0,15.0,29.0,9.8287,9.0,8.402262559073666,0.0,0.0,0.0,0.0,0.0,0.0,0.0
105.0,122.0,358.0,789.0,250.6465,123.0,206.82017212087803,4.0,5.0,12.0,30.0,9.2037,5.0,7.401978467850594,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,5.0,16.0,3.5201,1.0,4.258662890034981,1.0,1.0,2.0,4.0,1.5969252942589478,1.0,0.8418476744112943,12.0,12.0,25.0,60.0,20.5743,12.0,14.234245357028534,2.0,employee,1.0,1.0,3.0,13.0,2.9045,1.0,3.390830211460358,0.0,0.0,3.0,20.0,2.8118,0.0,5.471761579005225,0.0,0.0,2.0,12.0,1.6875,0.0,3.3051075812463897,0.0,0.0,2.0,10.0,1.7619,1.0,2.562511470511625,,one_day_PCR,0.0,0.0,6.0,31.0,4.7163,0.0,8.715848261132766,0.0,0.0,0.0,0.0,0.0,0.0,0.0
88.0,105.0,441.0,750.0499999999993,278.4522,157.0,209.8682815118056,3.0,4.0,13.0,26.0,9.1136,5.0,6.705922157257563,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,8.0,15.0,4.5751,2.0,4.493214760935515,1.0,1.0,2.0,4.0,1.7659992147624657,1.0,0.9781704396433776,12.0,12.0,32.0,60.0,23.4391,17.0,14.681867964080439,3.0,employee,1.0,1.0,6.0,13.0,3.7533,1.0,3.72580558708144,0.0,0.0,8.0,19.0,4.2787,0.0,5.87074721626538,0.0,0.0,2.0,9.0,1.5239,0.0,2.5842013465788547,0.0,0.0,6.0,13.0,3.1088,1.0,3.8887369141507566,,one_day_PCR,0.0,0.0,13.0,30.0,7.032,1.0,9.389568275444828,0.0,0.0,0.0,0.0,0.0,0.0,0.0
70.0,71.0,385.0,627.0,258.4057,268.0,175.84282520884307,2.0,2.0,10.0,17.0,6.6301,6.0,4.574097312762668,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,8.0,14.0,5.1052,5.0,4.123643219695459,1.0,1.0,3.0,5.0,1.9855138761817628,2.0,1.1283110540611927,12.0,12.0,33.0,60.0,25.5623,24.0,13.966353304011081,7.0,employee,1.0,1.0,6.0,12.0,4.129,3.0,3.491443543550687,0.0,0.0,8.0,18.0,4.8443,3.0,5.468093590525997,0.0,0.0,2.0,6.0,1.0944,0.0,1.7572129693756458,0.0,0.0,7.0,13.0,3.9633,3.0,4.072617307232918,,one_day_PCR,0.0,0.0,14.0,29.0,7.9733,6.0,8.694190359349193,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,152.0,343.0,571.0,259.5703,278.0,149.8331226877937,0.0,3.0,8.0,14.0,5.752999999999999,6.0,3.669024008332103,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,8.0,14.0,5.752999999999999,6.0,3.669024008332103,1.0,1.0,3.0,5.0,2.154543197616684,2.0,1.2510253383287495,12.0,22.0,35.0,61.024999999999636,28.8573,28.0,13.313416594403618,,employee,1.0,2.0,8.0,13.0,5.2424,5.0,3.6099785919785528,0.0,1.0,10.0,20.0,6.6632,6.0,5.6969475406684325,0.0,0.0,2.0,5.0,0.9973,0.0,1.5754811722430735,0.0,0.0,9.0,15.0,5.3475,5.0,4.447574827047231,,one_day_PCR,0.0,2.0,16.0,31.0,10.9056,10.0,8.971027620827915,0.0,0.0,0.0,0.0,0.0,0.0,0.0
210.0,245.0,392.0,505.0,325.1564,264.0,92.18728105611343,4.0,4.0,7.0,10.0,6.0707,5.0,1.8359843664528808,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,5.0,8.0,10.0,6.4056,5.0,1.9156345177409384,1.0,1.0,3.0,5.0,1.965203317823184,2.0,1.106620283646738,12.0,12.0,18.0,22.0,15.2934,12.0,3.657219430851332,2.0,resident,0.0,0.0,1.0,3.0,0.5763,0.0,0.9605574303797281,1.0,1.0,2.0,5.0,1.6612,1.0,1.1222034102823806,0.0,0.0,1.0,4.0,0.8933,0.0,1.242042421553183,0.0,1.0,1.0,4.0,1.2325,1.0,1.077385644039588,2.0,one_day_PCR,0.0,0.0,2.0,6.0,1.2375,0.0,1.7907022118267304,0.0,0.0,0.0,0.0,0.0,0.0,0.0
192.0,226.0,410.0,747.0,333.6812,246.0,149.46662033249885,3.0,3.0,6.0,12.0,5.1317,4.0,2.5972350053407367,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,5.0,9.0,18.0,7.3356,5.0,3.74379142547014,1.0,1.0,3.0,5.0,1.9750503018108647,2.0,1.1257167156317778,12.0,12.0,22.0,37.0,17.1975,12.0,7.0677499290018675,3.0,resident,0.0,0.0,1.0,6.0,0.861,0.0,1.6924436287639404,1.0,1.0,3.0,9.0,2.1999,1.0,2.2057711877375827,0.0,0.0,2.0,9.0,1.5119,0.0,2.5680961628782866,0.0,0.0,1.0,4.0,1.099,1.0,1.0799609398321572,2.0,one_day_PCR,0.0,0.0,3.0,13.0,2.0609,0.0,3.7109794295889977,0.0,0.0,0.0,0.0,0.0,0.0,0.0
156.0,192.0,421.0,888.0,334.0295,259.0,199.2320505610156,1.0,2.0,5.0,13.0,3.764,2.0,3.2781364550399332,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,5.0,10.0,24.0,8.2815,6.0,5.307115440371515,1.0,1.0,3.0,5.0,1.9982007197121152,2.0,1.112991020400966,12.0,12.0,22.0,49.0,18.9088,17.0,10.281821538298287,7.0,resident,0.0,0.0,1.0,9.0,1.2104,0.0,2.368943441558479,1.0,1.0,3.0,13.0,2.7924,1.0,3.1724609833485875,0.0,0.0,2.0,11.0,1.6988,0.0,2.9545814450022383,0.0,1.0,2.0,5.0,1.34,1.0,1.4409745454948455,2.0,one_day_PCR,0.0,0.0,4.0,20.0,3.0028,1.0,5.3811418703452585,0.0,0.0,0.0,0.0,0.0,0.0,0.0
156.0,190.0,403.0,886.0,322.0595,267.0,200.99707645193303,1.0,1.0,4.0,12.0,2.9192,2.0,3.0524421534748263,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,5.0,10.0,25.0,8.385,7.0,5.492048002259805,1.0,1.0,3.0,5.0,1.9714738510301109,2.0,1.1119157764804841,12.0,12.0,22.0,50.0,19.0984,17.0,10.602460028496482,,resident,0.0,0.0,1.0,9.0,1.2324,0.0,2.4282462556313757,1.0,1.0,3.0,13.0,2.862,1.0,3.2900514348326504,0.0,0.0,2.0,11.0,1.7233,0.0,2.961961247458033,0.0,1.0,1.0,5.0,1.3206,1.0,1.4131579322687728,2.0,one_day_PCR,0.0,0.0,4.0,21.0,3.0944,1.0,5.553645013618868,0.0,0.0,0.0,0.0,0.0,0.0,0.0
210.0,228.0,507.0,831.0,381.1631,310.0,190.80722637823186,4.0,5.0,12.0,24.0,9.2541,7.0,5.94966159014979,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,9.0,18.0,7.267,5.0,4.263042147672866,1.0,1.0,3.0,5.0,2.199106256206554,2.0,1.2524087154077614,12.0,12.0,28.0,49.0,21.6473,17.0,11.476117498408762,2.0,resident,0.0,0.0,3.0,12.0,2.1937,1.0,3.246511095534612,1.0,1.0,4.0,18.0,3.8101,1.0,4.7639382343550665,0.0,0.0,4.0,14.0,2.7974,1.0,4.100930992287038,0.0,0.0,2.0,5.0,1.306,1.0,1.3624792236814094,3.0,one_day_PCR,0.0,0.0,6.0,28.0,5.0038,1.0,7.810677706103541,0.0,0.0,0.0,0.0,0.0,0.0,0.0
192.0,192.0,604.0,925.0,421.5624,314.0,236.40673366173831,3.0,3.0,14.0,22.0,8.9099,6.0,6.167818592388954,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,14.0,23.0,9.2821,6.0,5.9837697265197285,1.0,1.0,3.0,5.0,2.2062231049321417,2.0,1.2544933977618482,12.0,12.0,38.0,59.0,25.8425,19.0,15.352148468415086,3.0,resident,0.0,0.0,5.0,14.0,3.1379,1.0,4.207262018863282,1.0,1.0,8.0,22.0,5.4043,2.0,6.238904864107988,0.0,0.0,8.0,20.0,4.4489,1.0,5.971696149796183,0.0,0.0,1.0,1.0,0.2603,0.0,0.4724047275617194,3.0,one_day_PCR,0.0,0.0,12.0,34.0,7.5422,2.0,10.255073662026096,0.0,0.0,0.0,0.0,0.0,0.0,0.0
140.0,174.0,598.0,992.0499999999993,408.7343,343.5,260.54871534286383,1.0,2.0,10.0,18.0,6.2157,4.0,5.070615803278972,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,4.0,15.0,29.0,10.3479,8.0,7.454020514607081,1.0,1.0,3.0,5.0,2.1897955791922885,2.0,1.2367148707911773,12.0,12.0,35.0,68.0,26.1234,23.0,16.415843579665445,7.0,resident,0.0,0.0,7.0,13.0,3.4896,1.0,4.27643784382086,1.0,1.0,10.0,22.0,5.9804,3.0,6.3603349932313025,0.0,0.0,4.0,14.0,2.7516,1.0,4.050054040846044,0.0,0.0,5.0,11.0,2.6202,1.0,3.3125291311812624,3.0,one_day_PCR,0.0,0.0,16.0,33.0,8.47,3.0,10.42627309814354,0.0,0.0,0.0,0.0,0.0,0.0,0.0
122.0,156.0,583.0,963.0249999999997,391.5909,323.0,257.6081728794012,1.0,1.0,9.0,16.0,5.2659,3.0,4.842741207646804,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,4.0,15.0,28.0,10.3186,8.0,7.410424109222619,1.0,1.0,3.0,5.0,2.209450402144772,2.0,1.2523272786123711,12.0,12.0,35.0,67.0,26.0718,23.0,16.323029402929134,,resident,0.0,0.0,7.0,13.0,3.4685,1.0,4.2389390902041795,1.0,1.0,10.0,22.0,6.0129,3.0,6.3477525933434595,0.0,0.0,4.0,14.0,2.7346,1.0,4.045787893596005,0.0,0.0,5.0,11.0,2.6238,1.0,3.3494768934187253,3.0,one_day_PCR,0.0,0.0,16.0,33.0,8.4814,3.0,10.378286222806356,0.0,0.0,0.0,0.0,0.0,0.0,0.0
141.0,160.0,582.0,892.0,409.9628,378.5,229.3887681139896,4.0,5.0,18.0,31.0,12.6618,10.0,7.963702833247964,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,11.0,19.0,7.2512,6.0,5.164916862508017,1.0,1.0,4.0,7.0,2.7409840461187827,2.0,1.6816800801007468,12.0,12.0,38.0,64.0,27.8071,23.0,15.35470176449636,2.0,resident,0.0,0.0,7.0,14.0,3.9352,2.0,4.221893342842739,1.0,1.0,10.0,22.0,6.2212,4.0,6.263656591751333,0.0,0.0,5.0,14.0,3.139,1.0,4.206833577035641,0.0,1.0,4.0,10.0,2.6989,2.0,2.86608796725146,7.0,one_day_PCR,0.0,0.0,15.0,34.0,9.1564,5.0,10.230445016739203,0.0,0.0,0.0,0.0,0.0,0.0,0.0
